    Type,Air_Temp_K,Process_Temp_K,Rotational_Speed_RPM,Torque_Nm,Tool_Wear_Min,Machine_Failure
Low,304.77496258208896,311.58866666922023,1816.8768021446447,58.235203390489545,153,0
Low,303.07865645683984,311.47111260974094,2708.7287275769904,23.081649843538866,202,0
Low,302.37409944311946,305.3305219487944,2623.6753289478233,49.00733284547798,174,0
Medium,300.37041314741975,305.0113147512087,2037.8554593006058,55.33225629523423,164,0
??,303.3999776060434,305.78818077242784,2059.2116585502786,72.90082262854283,130,0
High,298.39322835655713,312.6299889771194,1694.2725593519513,41.513287818433014,153,0
??,302.08899112773315,310.8457647275151,1927.2126241127703,64.27332586124487,225,0
??,304.9378397537817,305.3811824518849,2343.117590303032,21.727134181299355,224,0
??,298.14628908935197,309.88097015872825,1843.8891610364672,20.93375351136775,142,0
Low,301.74017534883967,312.1202935705445,1500.7741953216541,46.735860960395115,65,0
High,303.4431486415238,313.68951394600805,2065.3753261201246,51.74385355770721,27,0
High,304.1580758335067,314.3403649065901,1560.5390583269248,54.263872851303574,124,0
??,302.179326909401,308.27440562954064,2758.86008962016,62.19718294166448,211,0
Low,297.83607923417134,306.35832428413266,1824.5438624191265,30.645204143284694,165,0
Low,298.26282151568944,307.3692592073145,2655.463954574586,53.58254052967189,171,0
High,295.2075803212396,312.76171492040226,1560.8863945657988,23.169738456442587,180,0
Low,302.6088597767151,314.7148421504231,1502.7344084892422,25.32983963381936,79,0
Low,295.4273960606195,309.6639361736038,2187.0418064635796,14.711622186171688,237,0
Low,303.6465235460275,308.0535321354779,2447.006525285313,62.29004102971112,131,0
Medium,296.1866061447454,309.29190581960034,2106.823302163801,45.48950792699088,71,0
??,296.71876512135924,308.04813144645135,1567.6730937684151,26.672999391969338,43,0
High,299.7652647083224,307.56487523207153,1260.6309806143936,48.936640799020324,118,0
High,302.3788041516874,310.9375075240718,2189.262113905608,34.79681390436512,45,0
Medium,296.3900220519908,305.15735980373546,1409.6595605848772,68.60469372024879,83,0
??,299.400710750665,307.5955224866499,1749.0822192517298,46.97035165567548,25,0
High,299.82851274410103,311.6138207784499,2281.25560587397,12.086750599767829,95,0
Low,297.1228564166859,305.32062696306804,1356.837504932691,78.95667004378173,12,0
High,,305.8320181650893,1403.6023676543293,15.200897676515396,124,0
Low,303.3642092298564,307.9339614478578,1298.6659316918467,58.71707322300488,68,0
Medium,300.02465649762763,313.77804798608986,2793.7266062509225,40.60790874418272,171,1
Low,295.14381235984155,312.648861601653,1819.32282976253,27.45224645640674,233,0
High,303.02981301309103,305.2215662941624,2649.2722683754155,57.35207641240321,180,0
High,304.80793805414584,310.0171281668849,1669.7370214788514,18.812814759349088,50,0
High,301.05926195414247,307.74687493987415,2405.124104224793,70.07726889195442,12,0
Medium,300.0370838708407,311.4864565906206,1550.506586099806,27.542839013919252,168,0
Medium,303.7841586304496,312.21553882593463,1997.3195354372006,35.30175608687771,138,0
??,304.52516789684597,313.62862577129283,2519.3851828732472,54.28505454129374,164,0
High,302.54536915902463,309.75416237104014,2506.1350382321325,10.072052089575667,59,0
Low,299.4545292973429,314.94450088545585,2470.849147780279,43.092403007220696,31,0
Medium,300.9222139933144,314.79986107287107,2517.9750608616846,72.597424505117,172,0
High,302.00935365018,313.82166724471034,1538.355650089407,57.629094889154544,233,0
High,296.94273571001804,310.7486949515807,1971.5460360966183,37.15302554570442,17,1
Medium,299.4720103221644,308.9800643750381,1975.7943593554537,56.22970997010464,92,0
??,303.2982126471729,308.64386310139787,2624.80397975666,75.55985974323377,206,0
Medium,301.5472534849844,305.1212475008775,1675.026927039086,23.14637217851883,147,0
Medium,,307.49174497242365,2690.3934294224773,47.22656061870671,43,0
Low,301.6336253401468,312.18808234949165,1921.2731780897584,26.43163068491667,163,0
Low,296.1822241207246,311.03632099893065,2271.65920508387,69.79572474194931,196,0
??,299.01497610564877,314.1642218916753,1630.2129796469349,60.473517612109426,231,1
High,302.93128537963054,305.50022266916557,1856.4769709300917,66.07531441746457,36,0
Medium,297.20508787136646,306.55276603177333,2335.6814913106246,76.01082967452163,160,0
??,296.8596150755742,312.8924378935213,2020.395426961615,26.26161434675271,209,0
Low,304.50818659916433,308.58507631195334,2689.132818701334,13.410342006102352,126,0
Medium,297.0989762958623,306.1834533371788,2379.3999454359637,30.363260411824847,18,0
High,297.60918579650166,314.9645050510009,2103.04468081696,37.93975160397891,178,0
Low,304.6961593890434,312.8725030266936,2618.6716106435333,53.76118646710065,31,0
Low,302.34708570265025,309.08741036758124,2264.890222061991,65.83931937329973,105,0
Low,301.99596533023526,313.2334747694614,2235.712757472692,34.4862301632818,21,1
??,,311.80603870119154,1594.1941330362038,,232,0
High,296.15823082236795,312.89974759569833,1831.7711448451373,64.98270861903345,121,0
Medium,302.05956236580005,313.1520637756565,2293.2858441664343,25.773010843014273,128,0
??,300.03688609328236,305.8472868329032,2626.8667383730526,25.19923495569023,53,0
??,303.2915064028414,311.229728876881,1704.8759578318643,51.24630928810236,216,0
??,300.08141718665195,305.0678555297683,1544.7769951087755,40.52397813625069,147,0
Low,,305.43456246301173,2149.9135661053692,76.42277621248046,57,0
High,299.77742126399534,314.0398000905584,1307.515356964341,34.99213800892046,162,0
??,299.78158923555844,310.2756372135681,2343.2667223200083,63.168892245478304,236,0
Medium,302.6796997806183,312.35901985868526,2325.0216692599693,50.8164920424825,69,0
High,301.2856640064728,313.38500990443146,1767.9456495778481,13.82032643647734,197,1
Medium,301.3326320160941,314.49586767564585,2628.2842453518424,15.906988360661389,188,0
High,299.50282483831523,313.69352847922795,2003.489826462604,24.220954173299315,241,0
Medium,300.3110949633753,309.83311448697293,2233.223921108699,20.02068359943182,62,0
Low,302.45717666204786,308.3597030738051,1535.3255711013405,33.05600427511098,228,0
??,303.2594091911192,306.54493236206036,1867.7445362560002,50.529224119908314,240,0
Medium,301.96561402144044,309.00321482487277,2579.868064431629,52.16537801051704,188,0
High,304.2407298884568,308.66493579161164,1540.7032762117485,51.14374496139179,248,0
??,303.203240881472,310.59574841955873,1824.91900414795,18.232604424320783,184,0
??,300.6186378980952,311.65509408757214,1708.9224710850078,52.015778760234724,2,0
High,,314.7832547644505,1441.7762957836483,38.682282080016954,228,0
Medium,304.26308276921196,312.2838618610073,1663.5486690040568,73.21368656769089,222,0
Low,301.1916804424306,311.43748532442925,1572.4356537203466,73.83889372753862,98,0
Low,303.2480694797983,308.3509243426834,2677.7498087381236,,246,0
Medium,,305.34503876498326,2385.7260872684737,59.21750057694569,44,1
??,300.51936361060467,307.88125128854693,1705.762530852519,,142,0
??,297.4183819541535,312.6844790045962,2421.3424851883356,15.928594811068805,16,0
??,299.2599751946843,307.052719408038,1235.4239248541942,68.85835836398601,142,0
??,304.67742824833715,312.12188193674115,2042.439537233824,39.89110715202186,4,0
Medium,301.577653832726,310.79779842569417,1600.535301975477,41.595359264066225,213,0
??,300.6439538033899,306.7185686975046,1382.9153148936227,69.34551630091212,173,0
High,304.32956625528226,307.6162480629183,2614.0136453415817,53.50016713425518,10,0
??,300.8651178103745,309.9630360348648,1518.9448548201162,22.5585068631474,191,0
Low,300.26082518417405,309.18374705107846,2515.8257487140518,24.770926029115238,91,0
??,302.59310855150204,312.7856384754676,1861.1562839868338,10.446401832438433,141,0
Medium,302.12665618986546,312.34404642543245,1222.8652320651206,59.746906575909534,38,0
Low,,310.7457450347302,2372.0525268816405,43.99281609461396,194,0
Medium,299.7130827457412,313.22274711472926,2154.1756131509887,76.49747389859222,182,0
Medium,299.7251544281959,310.6266954068431,1750.675013068511,59.98089608737875,243,0
Low,298.78224515243346,314.6438925665726,1650.4734942820214,17.22068625365967,41,0
Medium,300.1729348215225,307.1722409915108,1317.9060037926956,21.307902195748866,202,0
Medium,299.13107397727146,312.14131993602155,2706.280951736436,45.120725274832814,93,0
??,296.9934548947118,308.6994413205447,1990.375815507337,74.74119180639127,229,0
High,299.1236648727468,307.78966194420195,1336.8392281217727,27.307576291864706,4,0
Medium,295.72276947573175,306.8038747596771,2589.887548391153,67.79061413387075,51,0
Medium,300.7578586277441,310.52503476261546,1646.1330765085067,31.85906940949726,149,0
Medium,303.53654548941114,307.1546943274921,1525.7643451754477,28.89280326890447,204,1
??,302.25287084354557,307.00350851448405,1649.49990134755,73.09749245313469,43,0
High,298.6039404005411,314.90531905083816,2103.314333771378,13.306911445085694,242,0
Low,295.8707120557731,313.0174741684576,1318.4903751952584,56.251872711369074,114,0
??,297.0214939922527,312.48276820254375,1970.8110545962822,13.021725999685618,212,0
??,300.45490340494837,312.94060625882753,2633.1895121989,66.05346506000907,186,0
High,297.07057083383035,314.6892287371874,1501.0745533537981,68.05830484688546,228,0
High,300.4397311128497,310.732766887532,1729.9020354435902,,152,0
??,297.315990247639,307.2024387740286,1833.7951440826444,23.026304311584227,126,0
Low,303.48923869476073,313.6220964075324,2137.9531384435923,18.71487091484803,115,0
??,298.9727147284046,312.4273072945409,2670.806794442098,45.24745325906935,148,0
High,297.4555062594449,309.14308312334174,1831.2627331878807,29.014283509203917,219,0
Low,303.1232618024706,309.7356949857465,1310.6445450844217,52.440823057294566,191,0
High,298.4283896480545,309.1125239847887,1756.7213782895878,45.96231033995302,232,0
Low,296.1148768783878,314.29942160229007,1504.1366601597517,20.139647715779873,67,0
Medium,300.70409491403643,308.4353161149829,2242.839166110565,61.74893456962398,220,0
High,300.8156420443799,314.6348427865617,1246.8193746677316,66.26490649681513,46,0
High,302.14695675235737,314.1027177125395,1667.0879537169174,77.413011567595,126,0
??,297.40219433208387,311.30521142248176,2072.2776115721917,37.687721345279755,34,0
High,299.43771339092245,310.79821773100076,1643.7347296792868,33.6414454837088,214,0
High,297.82367919042656,308.7008928006997,2081.5924533524067,23.45838592139569,6,0
Medium,295.80953736115686,305.1833838901065,1383.539715499493,,183,0
High,303.76613827015893,306.27623186237753,2708.4887807833957,,115,0
Medium,302.2886980448834,312.54231323349546,1665.4508917278188,78.72716916479877,51,0
Medium,298.014630594588,309.71540126588167,2676.8013430238134,16.45810723069094,109,0
Medium,,306.4983813418797,1721.3367032066326,28.155634145423846,45,0
Medium,297.01263788134474,307.6396085413187,2450.94430587678,16.01848778125291,136,0
Low,303.9023662179577,314.47836899847,1593.8997719380047,29.15419749150163,185,1
??,296.1490634336191,308.67132835310264,2271.630243823362,16.468100277149347,22,0
Low,295.038371455078,314.07681945219156,1717.9459421164274,45.58162067292197,130,0
High,300.02008197739184,308.04635832293576,2014.654606735454,40.68489574642214,126,1
Low,300.83127823452867,310.4322009436716,2278.102633221889,22.18352312705942,188,0
Low,300.78965320295805,305.204770833622,2142.212008324737,22.23655256426303,8,0
High,295.54511927437824,310.21875110373577,2122.048949253911,53.8276351603575,52,0
High,298.1404380691843,311.3694201061063,1305.0893370521876,37.09849372933803,195,1
High,299.9919894684133,307.3430509933718,1598.522931474547,13.933645571327986,176,0
Low,297.1657918562724,310.7893717620536,2114.942863770467,74.41348198369477,216,0
Low,303.72625885485894,311.47167772050983,1229.3075315451601,38.34667400668603,197,0
High,295.8710928946143,311.8688607838176,1601.0308081855674,51.37332883996817,47,0
??,299.87384441672043,312.76403322022105,1566.696383089915,71.97883649428616,122,0
??,301.9141605751315,308.11339242929415,1599.769776257335,38.15112980915535,81,0
Medium,297.61751100134484,310.6777695643188,2056.9751993066457,67.44620275878745,108,0
High,301.2424073699752,314.81579029764595,2131.1365664307077,74.0326557222065,6,0
Medium,303.2938515014238,313.9814417066516,2654.396790996498,22.184716856435912,98,0
??,,314.5266542809837,1817.6496784419508,72.47447220023162,30,0
Medium,304.1722059182486,308.8613639852857,2682.5262674290016,,101,0
High,300.53558532662356,312.86928105896664,2243.1269519746725,29.25891865655331,55,0
High,,311.1989795176035,2660.2566334408893,66.57480133551655,223,1
High,299.3085827538227,305.82735083062244,2533.5553626880774,73.04791838013281,98,0
Low,298.12191883786386,313.23980389157066,2300.1319094523,,188,0
Medium,302.25111159933317,311.77101276357365,1769.7694392303351,17.33780946657449,219,0
??,302.9630066341513,306.9891735951527,1585.7767162963496,46.609459383332684,235,0
??,303.3293739231866,305.7973855742946,1555.8262968192516,50.084387633484,4,0
??,304.85768249585743,313.3702213064833,2723.47813993005,29.73018110004603,29,1
Low,302.9128429249668,305.789018294912,2733.718149006973,79.39070648302784,21,0
Low,,305.9135386536644,2359.7301976388944,33.493956980157805,144,0
High,298.39220298391785,309.27408287904314,2614.0735745223637,24.717833850598147,137,0
??,300.4459544871075,306.34797828419477,2670.393860926497,17.70952200564342,198,1
Low,295.41068172790403,314.1366959744272,2018.4899144308995,36.49508826111966,195,0
High,302.4482507552991,309.70283936263235,2206.4955050002754,58.48330841522374,169,1
??,299.459555450921,310.6915098065457,1870.0071966723433,26.19919653047383,26,0
Medium,295.20023229732186,314.28106089478086,1869.5852228564208,63.86809522245161,126,0
High,295.6250694151041,310.3026322563835,1261.4862698313834,19.478088740520896,134,0
Low,298.87466463821755,308.5359114595732,1894.1143367756888,40.83275516849995,22,0
Low,300.83421519018435,312.9715510581583,2277.5836984210932,59.16616180742287,74,0
High,299.64203948952127,309.4285019747521,1875.1714657705138,19.47165818813464,116,0
High,301.19204317292156,308.1846942560231,2595.8554830031303,51.84895469964842,135,0
Low,299.80294258791355,312.23229458605533,1732.100723851229,65.92667586918338,7,0
Medium,301.6170384548135,313.0160567661304,1412.2912744973592,51.68842274024446,100,0
??,297.19126064670803,312.9171616758427,2498.493905166495,45.802474702926226,4,0
Medium,296.1284318718362,314.77674414128705,2278.316669325747,68.68096872419885,198,0
High,300.9643395462566,312.8666694887496,1586.9111717129308,78.97942450008516,85,0
Medium,299.84689516936305,312.69933435948684,2058.3220096675727,22.69190666486223,227,0
Low,295.26867654044935,313.5748525373622,1842.963741750068,58.3942438929276,129,0
High,298.8048188549304,305.00185195295444,2702.1756422970525,15.64602880376757,215,0
??,296.06125585491,308.6243141118777,2171.7313454730065,12.998871678176302,178,0
Low,300.313568317527,312.3760309603442,1453.4228178991866,29.657327916170708,193,0
Low,298.9577767966043,310.9971901111028,2003.4375242191763,77.96438519688158,239,0
??,301.1315191110302,306.77572002631615,2580.090932038161,,11,0
??,303.0560221877024,308.03733089088547,2274.394672051939,28.77899407687878,46,0
Medium,297.9966868384149,308.3679261108211,2547.9233217578503,19.281026748347116,233,0
High,304.6210210416503,310.67828111172315,1600.6389021850246,74.41283821093353,182,0
??,300.35634500587577,313.31598296441075,2621.362203276067,35.365660731000844,25,0
??,301.1829079875479,314.3249177977768,2408.9781309186756,31.468808927089878,101,0
High,301.80672373225735,312.5009241285364,2366.262008700926,70.05744023993036,119,0
??,301.6673152985759,313.4295039017681,1754.465711621639,52.308198219760946,172,0
??,300.1097074304506,309.70095958451515,2620.252902016845,21.804527814913904,189,0
Medium,299.28764291114686,308.8977531962229,2220.7670038291462,39.50573720634202,69,0
Low,295.53781964177375,308.9270853214422,2562.943162980484,74.97617476739956,214,0
Low,295.2208584530118,311.1603852833996,1777.5543295780349,73.08425021950481,1,0
Low,298.57961194532766,306.2423670555581,1433.0433457029703,14.907685490701759,25,0
Low,298.33660890633695,310.7949418279026,1731.7394883525158,28.802923492683554,13,0
??,,311.65132860183724,1928.4229558002921,20.81775786204046,81,0
High,296.3836820088819,309.3890874020624,2053.4518002327877,47.36681999808414,101,0
High,302.38168270536846,314.53167176771166,2017.2947451384598,62.498832192122286,184,0
Medium,303.5696441477624,311.0821327237958,2073.687347898503,30.688024780917733,31,0
Medium,304.3871463537404,307.1999947223662,2546.7292243567163,63.05972541697252,61,0
??,,309.7921625743352,1472.1619939010718,56.81009011484176,114,0
High,,311.75404437135296,1705.6820722701934,60.97555465852618,249,0
High,303.55551123435873,308.2362912458048,2621.7735846967225,76.37705993118571,205,0
Low,,305.7964160628902,2096.7331272933284,39.7228302550692,29,0
??,298.09412794870445,310.83435634710884,2133.4237925913153,,140,0
??,304.3672455585349,314.4787016861968,1964.9000713823236,57.86930456921814,167,0
Low,,309.8507198556317,2078.3594159778227,66.52899990344531,30,0
??,299.9725388659088,314.06109080647036,1516.927568896162,23.40117041964902,36,0
??,296.78416096563495,313.35023588371695,2074.9870390690053,69.2759720570333,172,0
Medium,296.08155014573356,306.47412783633985,2795.477004657787,14.049674369936398,101,0
High,303.42106862483513,312.0816992183557,2105.6761166786946,10.44756264532137,127,0
??,301.14133176187516,309.35465525071976,1271.0439449696485,21.08990045843256,85,0
Medium,298.2582458401945,307.50246325262935,2474.2970309610555,78.50670308812627,58,0
High,296.9173621739027,311.869383556667,1834.3606859574202,46.64957643324435,27,0
Low,300.5549728016963,312.42660718656424,1445.881837602499,13.259718805987657,121,0
Medium,,306.79896318734836,2580.031689962706,79.80229788347991,60,0
Medium,297.06993601245057,314.1444468205621,1516.7572088559482,62.14378783789157,146,0
High,303.51405747891476,312.5114724395144,2673.227823773653,68.66035531658514,170,0
Low,295.8426436615585,314.3337549914197,1906.8743847081687,24.90583685360584,186,0
Medium,298.56093085166424,308.17073218763693,2388.4653355995197,17.381460396545037,15,0
??,301.8038441376252,314.3933501574299,2075.193360541633,46.055945990234406,68,0
??,297.741203638192,308.6851765783838,1610.6028862643645,64.05229789975698,43,0
??,303.2767519478127,305.5396976142739,2273.74427919347,54.64464566229483,112,0
Low,302.398678266004,312.62969388709024,2732.6600814242365,,193,0
Medium,302.89022844548134,312.0350814408834,2431.4191468662602,62.99672585818239,137,0
??,296.19106535876716,310.9791099226333,2166.428794520285,25.89145778874584,174,0
Low,296.4054712799554,309.89893744384176,2785.0049732253706,56.306349726769255,18,0
??,297.86473737744586,305.32165270322633,1624.5226677482956,37.447746839475016,83,0
High,300.1807716519756,311.2459725152015,1299.746380655116,14.882743972423745,92,0
Medium,302.480160766994,309.1683461522279,1251.4093857854898,24.14998243703697,216,0
Medium,303.365308907609,310.60209402740946,2337.1006072940772,65.58026174434248,208,0
Low,302.0433531595718,309.29321341967636,2528.371783574673,72.71514886563199,178,0
Low,304.2859688153064,314.660561327652,2216.1608599752426,29.797526806986387,242,0
Medium,302.3874350961593,311.04108901150846,2648.0425559091173,23.325265660397747,140,0
??,298.06267887004617,312.4923633060247,2316.7616757438727,11.870715297162237,190,0
??,297.6508128433857,314.3634694747108,1793.5274342544328,76.33881720107684,236,0
High,301.9619245030109,310.9159932291674,1490.0132666078107,57.86984475246455,143,0
??,296.92870568689614,305.12062517822403,2679.43596569465,76.99210735302123,245,0
Low,295.9271481081027,305.3429167831054,1365.7554399959672,70.46944280793883,180,0
Low,300.32222874856194,312.02338434101864,2068.7814459942488,33.83266148832854,162,0
??,303.21641569778956,307.7908513615128,1702.4126804376185,17.887813202885475,99,0
Low,296.0137984246986,310.79379727347947,1634.2640120314759,44.933975640209646,186,0
Medium,302.91891323795727,307.0227718109067,2233.3357630670343,11.87696584723697,38,0
Medium,,307.70248875061714,1569.979099825658,,66,0
??,299.82274000081543,310.04641055948076,2666.184170787833,26.340284031055848,72,0
Medium,295.57310310010484,314.75569463356084,1849.6702545585986,56.595261730113265,231,0
Medium,296.74589851247185,311.16270489209194,2283.8005547674866,45.69142317678673,188,0
High,302.0742627516193,314.36148104513023,2364.4091477257352,31.169368927895846,49,0
High,302.1177794499095,314.59379854386947,2292.7067114005285,49.5337879433938,52,0
Medium,303.98355275167665,307.08109996420507,2645.4403854288375,18.76418542218571,45,0
??,300.82686146554585,308.11193602468944,1569.809381769597,62.899568877302876,51,0
High,,312.699922812187,1337.687271497762,59.8424597127299,123,0
Low,296.21414905504975,313.6676400229134,1288.745115624079,25.155187297637056,156,0
Low,302.2113235735682,310.1922674418953,2604.5506407600396,52.44740890434147,4,0
Low,296.837846651079,314.9322606728055,2757.2592799026916,45.23118230080666,194,0
??,298.28385499616604,305.1157219875527,1684.0424659275402,14.257141829485981,73,0
Medium,299.87212006921914,307.9959265558522,2309.622277719951,29.47077417852941,94,0
Low,295.2476487757615,311.2316175374458,1214.2604546747982,79.96378928166968,74,0
??,297.4881902701993,309.6928991093748,1501.8104161855804,16.96749627775712,208,0
High,,306.16602966428803,2302.839011938583,45.448791491551255,167,0
Medium,297.7963631849321,308.67787085480563,1305.4194229043726,69.4533628230204,232,0
High,296.3637032746757,305.25447143295037,1949.6160798717192,31.045631110361477,199,0
??,302.28012257796195,311.4274604607528,2260.133222998318,28.249604729562535,115,1
Low,303.13147655167984,313.92742542996353,2425.5330740888276,72.35551361832266,129,0
Low,297.5747897614373,313.8487412378346,1926.1054619589927,31.338096288710116,67,0
??,302.74419494606303,311.9954447376555,2208.454463194149,55.604531787695436,189,0
Low,298.8555356440131,309.6577019549793,2063.321007299298,61.82190890316878,79,0
Medium,300.06685790854004,310.1203161869149,1283.6892353333137,65.20324245149735,232,0
??,303.5600107489315,306.36918823995666,2388.487499615754,79.63317461148975,185,0
High,302.49953681802407,308.41017093119206,1475.7790654166,66.22344487969302,104,0
??,303.05116851316177,306.87728075498273,1250.888849974146,55.990850982127405,212,0
Medium,296.3684516658636,313.2120020334996,1921.8686660613957,72.68244904312814,68,0
Medium,295.6971942583373,314.14753901337957,2585.0201396504162,73.40212449472632,185,0
??,303.93404729087985,310.36923261420117,1441.3271002576457,78.12165203617306,162,0
??,298.87834269571096,312.27764040512943,1220.57205458716,64.35256851335403,141,0
Low,,306.2146477090713,1375.9667772246673,23.644913141869168,142,0
Medium,302.24696254261823,311.0853464327724,1781.8545829305708,59.686426223279305,133,0
??,303.36415596579855,312.02791021377845,2128.274991986086,15.258990915067294,15,0
??,303.624896218983,309.527681295114,1508.819414377428,32.25740495407754,86,0
Medium,298.1599714112523,307.432730844707,2483.142408036113,18.106525722090844,123,0
??,303.52212391201675,313.7737452054139,2405.2753928785314,76.4959824821278,222,0
Low,295.4093394437435,312.4290871995372,2313.3817865579185,33.71278785570534,233,0
Medium,295.4966149145972,313.99857281849194,1979.9516933048703,59.925095251027486,173,0
Low,301.23519195174157,313.1840264749782,1784.3471282143764,49.99229050502891,190,0
Low,295.6310636911555,314.9037442957886,1800.9385935436972,17.52579891399958,139,0
Low,298.2460916851016,306.9217273321445,2004.9128559291732,49.29411135166142,40,0
Low,,305.86747767803973,1323.7034990122472,56.2716480397411,118,0
Medium,298.3726689605423,308.3700279133726,2291.6887405872976,,18,0
Low,296.79599781440095,306.2900417502326,1762.4120704148831,14.905994969340021,75,0
Low,297.8135062185384,310.2313011290622,1559.6140447019018,30.69437895677884,108,0
??,299.57575332250434,311.3302890540774,1645.3233127978224,58.463866073882876,118,0
Medium,299.75385855355483,310.78288615173403,1488.4708564579485,12.403214511026832,204,0
Medium,302.830002313472,307.5924013539027,2642.5089368444615,24.248741932422963,112,0
High,302.5015322943151,314.088240309688,1470.4600261800817,25.306927748326768,1,0
Medium,299.56817804556135,305.21172363735377,2612.6817902317803,56.85284889415017,19,0
Medium,303.4566734909877,308.4801335376349,2115.5894335495223,30.017247563281323,118,0
High,296.142371385914,312.1899247539806,2587.921528622176,51.97169635821101,94,0
Medium,,312.6692892634916,1958.5027470488194,77.57439126734151,136,0
Medium,303.2797646350225,309.1611854443186,2684.213951169718,65.52700874008637,20,0
Medium,298.77994038626156,305.16909813256365,1538.3851897733603,33.30319632511542,7,0
Medium,304.81181558793844,311.18043679123736,2087.506804555639,43.0679978187555,166,0
High,299.6625328152784,305.63094681183213,1401.3419048218707,24.047173147070204,164,0
Medium,,306.07855776153514,1915.552456323783,,28,0
Medium,299.02307041382375,311.5025071964619,2111.845914634948,30.280077868740076,210,0
High,299.24953519062433,308.1248832614285,2169.0803554770755,35.85860278434567,34,0
??,298.82883147284184,308.48030152708253,1784.8460750516465,49.50570210429328,236,0
Low,302.19075620510813,309.86807076983246,1322.1370274663245,76.08466544846108,37,0
??,300.47517884059994,314.78578394859375,2248.521714212244,76.34964511502835,89,0
High,304.4377811136837,314.6544222073871,1981.4909767252445,14.906880920150213,202,0
Low,297.50890316534105,309.16260999360077,1419.006186619611,53.02519756718192,227,0
High,296.00562732083444,307.6549921721828,2697.4015510497593,12.964685562149928,162,0
High,298.93261485099214,308.0259215266412,2729.0698594935093,55.365675237099246,67,0
Medium,301.16712707646775,307.68781298161605,2570.5700477301903,18.23921435926026,130,0
Low,303.60798936915495,310.3224580714178,2550.189280828156,76.24819775154702,108,0
Medium,298.46196886680326,311.0685980780093,1357.8740413888897,70.50370777772785,110,0
Low,301.5378675112446,309.88779388229665,2789.4721753321082,11.563018138736831,11,0
High,298.5019868102322,309.07994362248155,1840.6090877819706,64.74922071204995,31,0
High,301.1721958299446,307.1128503756994,1460.9937853873816,54.51279820194277,174,0
??,303.8480794703065,309.82505591382113,2499.3627651475535,44.67584334440654,62,0
Low,297.3135764225941,308.41102713802456,1561.1692295408925,52.18441407267419,153,0
Medium,299.0424164210704,310.4159546279834,2041.8805130713463,,42,0
??,304.93265196429746,311.75189415511625,1404.825704325498,71.91202328923592,106,0
??,303.6855702824946,311.3331217443661,1959.4331572414217,,204,0
??,300.646398578962,309.62490210405593,2093.0263894447075,50.276447353099336,171,0
Medium,300.16627591854274,310.5605242427996,1913.4783359221483,67.72309625215058,37,0
??,297.84600382304683,307.8485613096076,1311.1789196042448,79.08460695525201,28,0
Medium,300.1720942769353,305.2424025902239,1975.9024489324213,31.01274146253063,54,0
??,303.48181498279945,311.250194541681,1950.3085495053053,18.28944858127877,51,0
Medium,301.8517451327778,307.5256855913769,1618.592443665078,61.20137824960898,114,0
High,297.9004402817799,311.68953710068274,2674.5625594518983,78.50174337390882,18,0
High,297.01463921053534,312.4700849959696,1868.4677323172098,18.169414484172734,34,0
High,297.6520853699683,314.1592774610378,2582.5852739142165,40.219508060576956,47,0
High,296.6975920139283,314.58122795479613,1375.462127413507,14.358734953000557,232,0
High,295.95640696023713,305.105260463097,1710.2036547298903,64.35723599395529,218,0
??,299.19136174442053,314.9037420935464,1482.129366028864,76.40961010019785,109,0
??,296.1329960439827,311.83018318494163,1853.457260557108,44.92959081163999,187,0
??,296.71912557727103,311.4352416037419,1378.6186994734057,38.66648030821324,30,0
Medium,300.47324684339486,305.15213095195355,1905.6556893529928,73.54033162753646,2,0
Medium,296.64599273699577,313.61233411886735,1766.193189517178,19.337187252198163,162,0
Medium,295.63879767430905,306.45491447247826,1557.3040756384084,72.41090180325179,87,0
Medium,298.17388850027885,313.3733015393304,2227.487059120504,37.448820196095724,51,0
High,297.2031909862197,305.1556254625872,2721.458381036531,49.15844886505281,70,0
High,300.15305187994375,311.4596426249916,1531.381557679339,46.980447358981635,50,0
High,296.0236708458321,309.34801533769826,2338.8653438375204,53.11854220873115,55,0
Low,302.5177078768298,307.00766729059336,2387.8094228107884,75.94863196302528,98,0
??,304.06233519435136,306.07561391770435,1996.9928262813798,76.57889225871644,20,0
Medium,302.4343517395619,309.40127696546324,2636.2693537609075,68.18037870145798,128,0
Medium,300.3282703740139,306.2330580532142,2746.2241057037445,23.408085392645958,107,0
High,303.6066782178888,309.8644661169105,1779.5943232861591,33.34614270719216,52,0
Medium,301.94918379781507,311.2521705865285,2241.6532768051,44.14773951781813,5,0
Medium,295.1055112245019,313.2738419360736,2259.5401886401796,73.38226575579621,230,0
??,298.94090152774504,311.78649437182867,1845.8168420040074,46.46053766923483,225,0
High,303.509518994068,305.6519976670615,1706.8657191913826,78.42049652681585,81,0
??,298.4585885797527,308.07432532547836,2693.990717164502,78.8688820168451,189,0
Low,295.35215173525523,307.879786079325,2463.9704789002803,51.90089816240879,216,0
Low,302.46179638552275,314.15032423471087,1383.1433055592706,71.42467376834679,78,0
Low,303.02038270282867,313.67782044392766,1391.8145145358192,79.94558984167293,46,0
High,296.6059369504331,308.70147918350415,2676.0684301645224,69.48015626148538,95,0
Medium,300.3734049684318,305.7115525588258,1330.255624043079,55.98377092303782,105,0
High,296.9195543899573,313.94107317804736,2301.4741539890656,69.15934678643464,240,0
